2L,1,138315
2L,138316,276631
2L,276632,414947
2L,414948,553263
2L,553264,691579
2L,691580,829895
2L,829896,968211
2L,968212,1106527
2L,1106528,1244843
2L,1244844,1383159
2L,1383160,1521475
2L,1521476,1659791
2L,1659792,1798107
2L,1798108,1936423
2L,1936424,2074739
2L,2074740,2213055
2L,2213056,2351371
2L,2351372,2489687
2L,2489688,2628002
2L,2628003,2766318
2L,2766319,2904634
2L,2904635,3042950
2L,3042951,3181266
2L,3181267,3319582
2L,3319583,3457898
2L,3457899,3596214
2L,3596215,3734530
2L,3734531,3872846
2L,3872847,4011162
2L,4011163,4149478
2L,4149479,4287794
2L,4287795,4426110
2L,4426111,4564426
2L,4564427,4702742
2L,4702743,4841058
2L,4841059,4979374
2L,4979375,5117690
2L,5117691,5256005
2L,5256006,5394321
2L,5394322,5532637
2L,5532638,5670953
2L,5670954,5809269
2L,5809270,5947585
2L,5947586,6085901
2L,6085902,6224217
2L,6224218,6362533
2L,6362534,6500849
2L,6500850,6639165
2L,6639166,6777481
2L,6777482,6915797
2L,6915798,7054113
2L,7054114,7192429
2L,7192430,7330745
2L,7330746,7469061
2L,7469062,7607377
2L,7607378,7745693
2L,7745694,7884008
2L,7884009,8022324
2L,8022325,8160640
2L,8160641,8298956
2L,8298957,8437272
2L,8437273,8575588
2L,8575589,8713904
2L,8713905,8852220
2L,8852221,8990536
2L,8990537,9128852
2L,9128853,9267168
2L,9267169,9405484
2L,9405485,9543800
2L,9543801,9682116
2L,9682117,9820432
2L,9820433,9958748
2L,9958749,10097064
2L,10097065,10235380
2L,10235381,10373696
2L,10373697,10512011
2L,10512012,10650327
2L,10650328,10788643
2L,10788644,10926959
2L,10926960,11065275
2L,11065276,11203591
2L,11203592,11341907
2L,11341908,11480223
2L,11480224,11618539
2L,11618540,11756855
2L,11756856,11895171
2L,11895172,12033487
2L,12033488,12171803
2L,12171804,12310119
2L,12310120,12448435
2L,12448436,12586751
2L,12586752,12725067
2L,12725068,12863383
2L,12863384,13001699
2L,13001700,13140014
2L,13140015,13278330
2L,13278331,13416646
2L,13416647,13554962
2L,13554963,13693278
2L,13693279,13831594
2L,13831595,13969910
2L,13969911,14108226
2L,14108227,14246542
2L,14246543,14384858
2L,14384859,14523174
2L,14523175,14661490
2L,14661491,14799806
2L,14799807,14938122
2L,14938123,15076438
2L,15076439,15214754
2L,15214755,15353070
2L,15353071,15491386
2L,15491387,15629702
2L,15629703,15768017
2L,15768018,15906333
2L,15906334,16044649
2L,16044650,16182965
2L,16182966,16321281
2L,16321282,16459597
2L,16459598,16597913
2L,16597914,16736229
2L,16736230,16874545
2L,16874546,17012861
2L,17012862,17151177
2L,17151178,17289493
2L,17289494,17427809
2L,17427810,17566125
2L,17566126,17704441
2L,17704442,17842757
2L,17842758,17981073
2L,17981074,18119389
2L,18119390,18257705
2L,18257706,18396020
2L,18396021,18534336
2L,18534337,18672652
2L,18672653,18810968
2L,18810969,18949284
2L,18949285,19087600
2L,19087601,19225916
2L,19225917,19364232
2L,19364233,19502548
2L,19502549,19640864
2L,19640865,19779180
2L,19779181,19917496
2L,19917497,20055812
2L,20055813,20194128
2L,20194129,20332444
2L,20332445,20470760
2L,20470761,20609076
2L,20609077,20747392
2L,20747393,20885708
2L,20885709,21024023
2L,21024024,21162339
2L,21162340,21300655
2L,21300656,21438971
2L,21438972,21577287
2L,21577288,21715603
2L,21715604,21853919
2L,21853920,21992235
2L,21992236,22130551
2L,22130552,22268867
2L,22268868,22407183
2L,22407184,22545499
2L,22545500,22683815
2L,22683816,22822131
2L,22822132,22960447
2L,22960448,23098763
2L,23098764,23237079
2L,23237080,23375395
2L,23375396,23513711
2R,1,138179
2R,138180,276359
2R,276360,414539
2R,414540,552719
2R,552720,690899
2R,690900,829079
2R,829080,967259
2R,967260,1105439
2R,1105440,1243619
2R,1243620,1381799
2R,1381800,1519979
2R,1519980,1658159
2R,1658160,1796339
2R,1796340,1934519
2R,1934520,2072699
2R,2072700,2210879
2R,2210880,2349059
2R,2349060,2487239
2R,2487240,2625419
2R,2625420,2763599
2R,2763600,2901779
2R,2901780,3039959
2R,3039960,3178139
2R,3178140,3316319
2R,3316320,3454499
2R,3454500,3592679
2R,3592680,3730859
2R,3730860,3869039
2R,3869040,4007219
2R,4007220,4145399
2R,4145400,4283579
2R,4283580,4421759
2R,4421760,4559939
2R,4559940,4698119
2R,4698120,4836299
2R,4836300,4974479
2R,4974480,5112658
2R,5112659,5250838
2R,5250839,5389018
2R,5389019,5527198
2R,5527199,5665378
2R,5665379,5803558
2R,5803559,5941738
2R,5941739,6079918
2R,6079919,6218098
2R,6218099,6356278
2R,6356279,6494458
2R,6494459,6632638
2R,6632639,6770818
2R,6770819,6908998
2R,6908999,7047178
2R,7047179,7185358
2R,7185359,7323538
2R,7323539,7461718
2R,7461719,7599898
2R,7599899,7738078
2R,7738079,7876258
2R,7876259,8014438
2R,8014439,8152618
2R,8152619,8290798
2R,8290799,8428978
2R,8428979,8567158
2R,8567159,8705338
2R,8705339,8843518
2R,8843519,8981698
2R,8981699,9119878
2R,9119879,9258058
2R,9258059,9396238
2R,9396239,9534418
2R,9534419,9672598
2R,9672599,9810778
2R,9810779,9948958
2R,9948959,10087138
2R,10087139,10225317
2R,10225318,10363497
2R,10363498,10501677
2R,10501678,10639857
2R,10639858,10778037
2R,10778038,10916217
2R,10916218,11054397
2R,11054398,11192577
2R,11192578,11330757
2R,11330758,11468937
2R,11468938,11607117
2R,11607118,11745297
2R,11745298,11883477
2R,11883478,12021657
2R,12021658,12159837
2R,12159838,12298017
2R,12298018,12436197
2R,12436198,12574377
2R,12574378,12712557
2R,12712558,12850737
2R,12850738,12988917
2R,12988918,13127097
2R,13127098,13265277
2R,13265278,13403457
2R,13403458,13541637
2R,13541638,13679817
2R,13679818,13817997
2R,13817998,13956177
2R,13956178,14094357
2R,14094358,14232537
2R,14232538,14370717
2R,14370718,14508897
2R,14508898,14647077
2R,14647078,14785257
2R,14785258,14923437
2R,14923438,15061617
2R,15061618,15199796
2R,15199797,15337976
2R,15337977,15476156
2R,15476157,15614336
2R,15614337,15752516
2R,15752517,15890696
2R,15890697,16028876
2R,16028877,16167056
2R,16167057,16305236
2R,16305237,16443416
2R,16443417,16581596
2R,16581597,16719776
2R,16719777,16857956
2R,16857957,16996136
2R,16996137,17134316
2R,17134317,17272496
2R,17272497,17410676
2R,17410677,17548856
2R,17548857,17687036
2R,17687037,17825216
2R,17825217,17963396
2R,17963397,18101576
2R,18101577,18239756
2R,18239757,18377936
2R,18377937,18516116
2R,18516117,18654296
2R,18654297,18792476
2R,18792477,18930656
2R,18930657,19068836
2R,19068837,19207016
2R,19207017,19345196
2R,19345197,19483376
2R,19483377,19621556
2R,19621557,19759736
2R,19759737,19897916
2R,19897917,20036096
2R,20036097,20174276
2R,20174277,20312455
2R,20312456,20450635
2R,20450636,20588815
2R,20588816,20726995
2R,20726996,20865175
2R,20865176,21003355
2R,21003356,21141535
2R,21141536,21279715
2R,21279716,21417895
2R,21417896,21556075
2R,21556076,21694255
2R,21694256,21832435
2R,21832436,21970615
2R,21970616,22108795
2R,22108796,22246975
2R,22246976,22385155
2R,22385156,22523335
2R,22523336,22661515
2R,22661516,22799695
2R,22799696,22937875
2R,22937876,23076055
2R,23076056,23214235
2R,23214236,23352415
2R,23352416,23490595
2R,23490596,23628775
2R,23628776,23766955
2R,23766956,23905135
2R,23905136,24043315
2R,24043316,24181495
2R,24181496,24319675
2R,24319676,24457855
2R,24457856,24596035
2R,24596036,24734215
2R,24734216,24872395
2R,24872396,25010575
2R,25010576,25148755
2R,25148756,25286935
3L,1,137795
3L,137796,275590
3L,275591,413385
3L,413386,551180
3L,551181,688976
3L,688977,826771
3L,826772,964566
3L,964567,1102361
3L,1102362,1240157
3L,1240158,1377952
3L,1377953,1515747
3L,1515748,1653542
