39.88	-75.41	fall	2009
39.88	-75.41	fall	2010
39.88	-75.41	spring	2010
25.5	-80.477	spring	2010
25.5	-80.477	fall	2010
33.39	-80.34	spring	2010
39.88	-75.41	fall	2011
39.88	-75.41	frost	2011
38.68	-122.046	spring	2012
38.68	-122.046	fall	2012
38.74	-120.74	fall	2012
38.02	-121.2	fall	2012
37.97	-120.26	fall	2012
38.02	-121.2	frost	2012
37.97	-120.26	frost	2012
38.74	-120.74	frost	2012
38.68	-122.046	frost	2012
41.38	2.17	spring	2012
41.38	2.17	fall	2012
42.45	-71.67	spring	2012
42.45	-71.67	fall	2012
42.44	-76.5	spring	2012
42.44	-76.5	fall	2012
39.88	-75.41	spring	2012
39.88	-75.41	fall	2012
38	-78.47	spring	2012
48.2	16.37	spring	2012
48.2	16.37	fall	2012
43.11	-89.65	spring	2012
43.11	-89.65	fall	2012
43.11	-89.65	frost	2012
43.11	-89.65	spring	2013
43.11	-89.65	fall	2013
39.88	-75.41	spring	2013
46.49	30.71	fall	2013
46.49	30.71	spring	2013
38.68	-122.046	spring	2013
37.97	-120.26	spring	2013
38.74	-120.74	fall	2013
37.97	-120.26	fall	2013
38.02	-121.2	fall	2013
38.68	-122.046	fall	2013
37.97	-120.26	frost	2013
38.74	-120.74	frost	2013
33.95	-83.36	fall	2014
33.95	-83.36	spring	2014
42.1111	-86.4483	fall	2014
42.1111	-86.4483	spring	2014
38	-78.47	fall	2014
38	-78.47	spring	2014
43.11	-89.65	spring	2014
43.11	-89.65	fall	2014
42.45	-71.67	fall	2014
42.45	-71.67	spring	2014
39.88	-75.41	fall	2014
39.88	-75.41	spring	2014
40.793395	-77.860001	fall	2014
40.793395	-77.860001	spring	2014
39.202831	-95.741527	fall	2014
39.0913433	-95.6246509	spring	2014
38	-78.47	fall	2015
38	-78.47	spring	2015
39.88	-75.41	fall	2015
39.88	-75.41	spring	2015
40.793395	-77.860001	spring	2015
46.53	-80.96	spring	2015
46.53	-80.96	fall	2015
40.11	-88.21	spring	2015
39.88	-75.41	fall	2012
38	-78.47	fall	2012
39.91	116.41	NA	1992
0.51	25.19	NA	2010
6.25	10.43	NA	2004
8.25	34.59	NA	2011
6.98	39.18	NA	2008
9.81	38.63	NA	2011
30.1	31.32	NA	2011
7.93	38.72	NA	2008
45.77	4.86	NA	2010
-1.65	13.6	NA	2002
10.7	-12.25	NA	2005
42.35	-76.57	NA	2004
0.04	36.36	NA	2009
-0.25	35.73	NA	2009
0.47	35.98	NA	2009
-1.04	37.08	NA	2009
52.02	5.1	NA	1998
11.85	13.16	NA	2004
35.76	-78.66	NA	2003
-2.29	28.55	NA	2008
-2.49	28.92	NA	2008
-25.42	30.1	NA	2011
-23.94	31.14	NA	2010
-42.77	147.56	NA	2004
-8.89	33.44	NA	2009
0.53	32.6	NA	2005
1.68	31.72	NA	2010
38.53	-121.97	NA	1998
-16.54	28.72	NA	2010
-16.52	28.8	NA	1994
-17.86	25.86	NA	2010
-12.18	26.4	NA	2010
-18.16	28.22	NA	1990
-15.5998	34.5141	NA	2001
